sample_id,time,anomaly,anomaly_type,anomaly_type.1,description,volume,flow,pressure,data_modality
17,8.292030408,0,Normal4,paw_flow_volume,Normal4,,9.16852925,,
17,8.294313063,0,Normal4,paw_flow_volume,Normal4,,-8.831837605,,
17,8.311242756,0,Normal4,paw_flow_volume,Normal4,,-22.33455845,,
17,8.319698685,0,Normal4,paw_flow_volume,Normal4,,,18.35777602,
17,8.321991299,0,Normal4,paw_flow_volume,Normal4,,,23.16833629,
17,8.328743113,0,Normal4,paw_flow_volume,Normal4,,-40.33737101,,
17,8.342914597,0,Normal4,paw_flow_volume,Normal4,,-32.08964857,,
17,8.346911022,0,Normal4,paw_flow_volume,Normal4,,,11.45703484,
17,8.478827693,0,Normal4,paw_flow_volume,Normal4,,-23.86149174,,
17,8.543876512,0,Normal4,paw_flow_volume,Normal4,,,8.746908174,
17,8.903686896,0,Normal4,paw_flow_volume,Normal4,,-14.17977269,,
17,8.939402354,0,Normal4,paw_flow_volume,Normal4,,,6.673131555,
17,9.002095622,0,Normal4,paw_flow_volume,Normal4,284.9177274,,,
17,9.359932607,0,Normal4,paw_flow_volume,Normal4,,-12.00309789,,
17,9.458031627,0,Normal4,paw_flow_volume,Normal4,,,6.905525771,
17,9.715026389,0,Normal4,paw_flow_volume,Normal4,190.6674946,,,
17,9.816178319,0,Normal4,paw_flow_volume,Normal4,,-9.826423093,,
17,10.08321763,0,Normal4,paw_flow_volume,Normal4,,,6.724394985,
17,10.18121293,0,Normal4,paw_flow_volume,Normal4,,-8.38508937,,
17,10.35113319,0,Normal4,paw_flow_volume,Normal4,141.0804098,,,
17,10.49499114,0,Normal4,paw_flow_volume,Normal4,,,6.74284982,
17,10.63764887,0,Normal4,paw_flow_volume,Normal4,,-7.708445145,,
17,10.98723999,0,Normal4,paw_flow_volume,Normal4,91.49332505,,,
17,10.99817018,0,Normal4,paw_flow_volume,Normal4,,,6.556250934,
17,11.0788671,0,Normal4,paw_flow_volume,Normal4,,-7.029355218,,
17,11.2821484,0,Normal4,paw_flow_volume,Normal4,75.06364483,,,
17,11.30348663,0,Normal4,paw_flow_volume,Normal4,,,7.197385565,
17,11.45883408,0,Normal4,paw_flow_volume,Normal4,,-3.34042134,,
17,11.50154858,0,Normal4,paw_flow_volume,Normal4,,,6.787961638,
17,11.68633872,0,Normal4,paw_flow_volume,Normal4,,2.623015415,,
17,11.74446604,0,Normal4,paw_flow_volume,Normal4,,,4.4981951,
17,11.77666232,0,Normal4,paw_flow_volume,Normal4,,,8.055193626,
17,11.79405464,0,Normal4,paw_flow_volume,Normal4,30.92207389,,,
17,11.807795,0,Normal4,paw_flow_volume,Normal4,,4.853495655,,
17,11.82168115,0,Normal4,paw_flow_volume,Normal4,,15.35126395,,
17,11.85030945,0,Normal4,paw_flow_volume,Normal4,,29.59666298,,
17,11.85491025,0,Normal4,paw_flow_volume,Normal4,,,12.24170707,
17,11.86457604,0,Normal4,paw_flow_volume,Normal4,,37.09437013,,
17,11.87275277,0,Normal4,paw_flow_volume,Normal4,,,17.68041523,
17,11.87903286,0,Normal4,paw_flow_volume,Normal4,,43.09204671,,
17,11.92169511,0,Normal4,paw_flow_volume,Normal4,,,24.37541919,
17,11.95139708,0,Normal4,paw_flow_volume,Normal4,131.8099969,,,
17,12.04479854,0,Normal4,paw_flow_volume,Normal4,,,26.68159002,
17,12.15323682,0,Normal4,paw_flow_volume,Normal4,,40.79797822,,
17,12.18305316,0,Normal4,paw_flow_volume,Normal4,,,28.77928957,
17,12.29824589,0,Normal4,paw_flow_volume,Normal4,389.568457,,,
17,12.42848699,0,Normal4,paw_flow_volume,Normal4,,30.25374158,,
17,12.442617,0,Normal4,paw_flow_volume,Normal4,,,29.41837367,
17,12.53404222,0,Normal4,paw_flow_volume,Normal4,529.7112698,,,
17,12.76432264,0,Normal4,paw_flow_volume,Normal4,,21.949768,,
17,12.76940391,0,Normal4,paw_flow_volume,Normal4,647.4759391,,,
17,12.77823583,0,Normal4,paw_flow_volume,Normal4,,,29.64256573,
17,12.79039665,0,Normal4,paw_flow_volume,Normal4,,,23.15945063,
17,12.79903802,0,Normal4,paw_flow_volume,Normal4,,-11.80581126,,
17,12.80055979,0,Normal4,paw_flow_volume,Normal4,,-23.80605583,,
17,12.80126165,0,Normal4,paw_flow_volume,Normal4,,,13.95732319,
17,12.81273396,0,Normal4,paw_flow_volume,Normal4,,0.191987608,,
17,12.81691882,0,Normal4,paw_flow_volume,Normal4,,-32.80868496,,
17,12.81840642,0,Normal4,paw_flow_volume,Normal4,,,17.9319478,
17,12.84868577,0,Normal4,paw_flow_volume,Normal4,,-43.31379036,,
17,12.96742636,0,Normal4,paw_flow_volume,Normal4,,,10.61836512,
17,12.96862028,0,Normal4,paw_flow_volume,Normal4,,-29.08306555,,
17,13.15471903,0,Normal4,paw_flow_volume,Normal4,485.7000931,,,
17,13.18090722,0,Normal4,paw_flow_volume,Normal4,,-23.11718309,,
17,13.22539533,0,Normal4,paw_flow_volume,Normal4,,,7.91097251,
17,13.49952784,0,Normal4,paw_flow_volume,Normal4,,-15.66838998,,
17,13.55665942,0,Normal4,paw_flow_volume,Normal4,379.8882335,,,
17,13.65202099,0,Normal4,paw_flow_volume,Normal4,,,7.09349168,
17,13.9570384,0,Normal4,paw_flow_volume,Normal4,,,7.107161928,
17,13.97468178,0,Normal4,paw_flow_volume,Normal4,302.0676808,,,
17,13.98620896,0,Normal4,paw_flow_volume,Normal4,,-13.49660659,,
17,14.0830177,0,Normal4,paw_flow_volume,Normal4,279.8199317,,,
18,0.010831743,0,Normal,,,5.562913907,,,paw_flow_volume
18,0.013797277,0,Normal,,,,,6.954916793,paw_flow_volume
18,0.150442478,0,Normal,,,,0.396226415,,paw_flow_volume
18,0.163374116,0,Normal,,,5.562913907,,,paw_flow_volume
18,0.273375239,0,Normal,,,5.165562914,,,paw_flow_volume
18,0.322783661,0,Normal,,,,,6.932526475,paw_flow_volume
18,0.371556186,0,Normal,,,,0.353773585,,paw_flow_volume
18,0.51913795,0,Normal,,,5.165562914,,,paw_flow_volume
18,0.654992486,0,Normal,,,,0.438679245,,paw_flow_volume
18,0.656822995,0,Normal,,,,,6.908320726,paw_flow_volume
18,0.688629476,0,Normal,,,5.165562914,,,paw_flow_volume
18,0.84100348,0,Normal,,,4.768211921,,,paw_flow_volume
18,0.993714222,0,Normal,,,5.165562914,,,paw_flow_volume
18,1.008724328,0,Normal,,,,0.353773585,,paw_flow_volume
18,1.032738275,0,Normal,,,,,6.591225416,paw_flow_volume
18,1.104557189,0,Normal,,,6.754966887,,,paw_flow_volume
18,1.190986643,0,Normal,,,10.72847682,,,paw_flow_volume
18,1.244191267,0,Normal,,,16.29139073,,,paw_flow_volume
18,1.318584071,0,Normal,,,,0.396226415,,paw_flow_volume
18,1.332809518,0,Normal,,,25.43046358,,,paw_flow_volume
18,1.383600605,0,Normal,,,,,6.275945537,paw_flow_volume
18,1.480581435,0,Normal,,,34.17218543,,,paw_flow_volume
18,1.619594256,0,Normal,,,,0.438679245,,paw_flow_volume
18,1.635312605,0,Normal,,,39.33774834,,,paw_flow_volume
18,1.650590015,0,Normal,,,,,6.836308623,paw_flow_volume
18,1.755718818,0,Normal,,,,1.58490566,,paw_flow_volume
18,1.815068079,0,Normal,,,,,12.91134644,paw_flow_volume
18,1.824278819,0,Normal,,,45.29801325,,,paw_flow_volume
18,1.848346969,0,Normal,,,,2.985849057,,paw_flow_volume
18,1.914175989,0,Normal,,,,4.301886792,,paw_flow_volume
18,1.961633888,0,Normal,,,,,21.88623298,paw_flow_volume
18,1.96865086,0,Normal,,,,4.768867925,,paw_flow_volume
18,1.987147828,0,Normal,,,49.66887417,,,paw_flow_volume
18,2.047795959,0,Normal,,,,4.599056604,,paw_flow_volume
18,2.06934947,0,Normal,,,,,23.90741301,paw_flow_volume
18,2.123919632,0,Normal,,,52.45033113,,,paw_flow_volume
18,2.160335615,0,Normal,,,,3.75,,paw_flow_volume
18,2.260186328,0,Normal,,,54.0397351,,,paw_flow_volume
18,2.261543116,0,Normal,,,,,23.60363086,paw_flow_volume
18,2.281223911,0,Normal,,,,2.731132075,,paw_flow_volume
18,2.386631496,0,Normal,,,52.45033113,,,paw_flow_volume
18,2.436913767,0,Normal,,,,,23.59092284,paw_flow_volume
18,2.453957255,0,Normal,,,,1.287735849,,paw_flow_volume
18,2.503760242,0,Normal,,,48.87417219,,,paw_flow_volume
18,2.552250533,0,Normal,,,43.31125828,,,paw_flow_volume
18,2.553948563,0,Normal,,,,,23.29258699,paw_flow_volume
18,2.557772583,0,Normal,,,,0.481132075,,paw_flow_volume
18,2.61846719,0,Normal,,,,0.056603774,,paw_flow_volume
18,2.624144124,0,Normal,,,32.98013245,,,paw_flow_volume
18,2.659709467,0,Normal,,,,-0.962264151,,paw_flow_volume
18,2.681512859,0,Normal,,,,,17.77609682,paw_flow_volume
18,2.683377859,0,Normal,,,,-1.938679245,,paw_flow_volume
18,2.696542822,0,Normal,,,23.8410596,,,paw_flow_volume
18,2.716521957,0,Normal,,,,-2.702830189,,paw_flow_volume
18,2.779721155,0,Normal,,,,-2.278301887,,paw_flow_volume
18,2.786900887,0,Normal,,,17.08609272,,,paw_flow_volume
18,2.843570348,0,Normal,,,,,9.648411498,paw_flow_volume
18,2.853397896,0,Normal,,,,-1.301886792,,paw_flow_volume
18,2.886070266,0,Normal,,,11.12582781,,,paw_flow_volume
18,2.911588502,0,Normal,,,,,6.744931921,paw_flow_volume
18,3.015194523,0,Normal,,,,-0.452830189,,paw_flow_volume
18,3.087271299,0,Normal,,,5.960264901,,,paw_flow_volume
18,3.264610119,0,Normal,,,,0.099056604,,paw_flow_volume
18,3.265405769,0,Normal,,,6.357615894,,,paw_flow_volume
18,3.412647504,0,Normal,,,,,6.708623298,paw_flow_volume
18,3.433503089,0,Normal,,,,0.353773585,,paw_flow_volume
18,3.519643058,0,Normal,,,6.357615894,,,paw_flow_volume
18,3.628318584,0,Normal,,,,0.396226415,,paw_flow_volume
18,3.83320238,0,Normal,,,6.357615894,,,paw_flow_volume
18,3.897004539,0,Normal,,,,,6.673524962,paw_flow_volume
18,3.938053097,0,Normal,,,,0.396226415,,paw_flow_volume
18,4.214726681,0,Normal,,,6.754966887,,,paw_flow_volume
18,4.345132743,0,Normal,,,,0.396226415,,paw_flow_volume
18,4.37301059,0,Normal,,,,,6.63903177,paw_flow_volume
18,4.434897295,0,Normal,,,6.357615894,,,paw_flow_volume
18,4.723201257,0,Normal,,,6.754966887,,,paw_flow_volume
18,4.924175492,0,Normal,,,,,6.599092284,paw_flow_volume
18,5.028117634,0,Normal,,,6.357615894,,,paw_flow_volume
18,5.185840708,0,Normal,,,,0.396226415,,paw_flow_volume
18,5.33320238,0,Normal,,,6.357615894,,,paw_flow_volume
18,5.433585477,0,Normal,,,,,6.562178517,paw_flow_volume
18,5.461836345,0,Normal,,,9.933774834,,,paw_flow_volume
18,5.533337075,0,Normal,,,18.67549669,,,paw_flow_volume
18,5.539948238,0,Normal,,,,0.438679245,,paw_flow_volume
18,5.621618588,0,Normal,,,27.01986755,,,paw_flow_volume
18,5.629946569,0,Normal,,,,0.948113208,,paw_flow_volume
18,5.642360061,0,Normal,,,,,6.547049924,paw_flow_volume
18,5.705501753,0,Normal,,,,2.561320755,,paw_flow_volume
18,5.734313615,0,Normal,,,32.98013245,,,paw_flow_volume
18,5.756369138,0,Normal,,,,,13.49531014,paw_flow_volume
18,5.762481216,0,Normal,,,,3.877358491,,paw_flow_volume
18,5.82705794,0,Normal,,,,4.768867925,,paw_flow_volume
18,5.869046899,0,Normal,,,,,23.63207262,paw_flow_volume
18,5.889381524,0,Normal,,,38.94039735,,,paw_flow_volume
18,5.916179663,0,Normal,,,,4.981132075,,paw_flow_volume
18,5.994197696,0,Normal,,,,4.429245283,,paw_flow_volume
18,6.069873162,0,Normal,,,44.90066225,,,paw_flow_volume
18,6.115586909,0,Normal,,,,3.580188679,,paw_flow_volume
18,6.168956127,0,Normal,,,,,25.3494705,paw_flow_volume
18,6.297169811,0,Normal,,,,2.136792453,,paw_flow_volume
18,6.309686834,0,Normal,,,50.86092715,,,paw_flow_volume
18,6.444659607,0,Normal,,,,,25.03963691,paw_flow_volume
18,6.47975455,0,Normal,,,,1.033018868,,paw_flow_volume
18,6.514591986,0,Normal,,,54.43708609,,,paw_flow_volume
18,6.654992486,0,Normal,,,,0.438679245,,paw_flow_volume
18,6.662269289,0,Normal,,,,,23.86444781,paw_flow_volume
18,6.675440566,0,Normal,,,54.0397351,,,paw_flow_volume
18,6.713057272,0,Normal,,,,-0.877358491,,paw_flow_volume
18,6.717899482,0,Normal,,,,-2.235849057,,paw_flow_volume
18,6.769869761,0,Normal,,,,-2.617924528,,paw_flow_volume
18,6.773615734,0,Normal,,,,,17.18971256,paw_flow_volume
18,6.809350095,0,Normal,,,50.06622517,,,paw_flow_volume
18,6.851895141,0,Normal,,,,-1.811320755,,paw_flow_volume
18,6.880401841,0,Normal,,,37.74834437,,,paw_flow_volume
18,6.927080182,0,Normal,,,,,9.642360061,paw_flow_volume
18,6.985183522,0,Normal,,,25.03311258,,,paw_flow_volume
18,6.987518784,0,Normal,,,,-0.83490566,,paw_flow_volume
18,7.053676248,0,Normal,,,,,6.444780635,paw_flow_volume
18,7.083679425,0,Normal,,,17.48344371,,,paw_flow_volume
18,7.191323381,0,Normal,,,11.52317881,,,paw_flow_volume
18,7.317957923,0,Normal,,,,0.183962264,,paw_flow_volume
18,7.354311649,0,Normal,,,,,6.422995461,paw_flow_volume
18,7.376248737,0,Normal,,,7.947019868,,,paw_flow_volume
18,7.460302221,0,Normal,,,,0.438679245,,paw_flow_volume
18,7.604893927,0,Normal,,,7.549668874,,,paw_flow_volume
18,7.6298941,0,Normal,,,,,6.403025719,paw_flow_volume
18,7.672816831,0,Normal,,,,0.481132075,,paw_flow_volume
18,7.892861152,0,Normal,,,7.152317881,,,paw_flow_volume
18,7.972284418,0,Normal,,,,,6.378214826,paw_flow_volume
18,7.98624986,0,Normal,,,7.549668874,,,paw_flow_volume
18,7.991150442,0,Normal,,,,0.396226415,,paw_flow_volume
19,-0.017269632,0,Normal,,,,0.385387536,,paw_flow_volume
19,0.00221295,0,Normal,,,4.255319149,,,paw_flow_volume
19,0.002852096,0,Normal,,,,,6.364063589,paw_flow_volume
19,0.216888947,0,Normal,,,,,6.675201348,paw_flow_volume
19,0.239262901,0,Normal,,,,0.345426982,,paw_flow_volume
19,0.383762477,0,Normal,,,4.680851064,,,paw_flow_volume
19,0.593235995,0,Normal,,,,,6.386426615,paw_flow_volume
19,0.658522465,0,Normal,,,,0.347590592,,paw_flow_volume
19,0.877988059,0,Normal,,,5.106382979,,,paw_flow_volume
19,0.952600107,0,Normal,,,,,6.400038892,paw_flow_volume
19,1.009488485,0,Normal,,,,0.390686174,,paw_flow_volume
19,1.294851642,0,Normal,,,,,6.413002966,paw_flow_volume
19,1.40339309,0,Normal,,,,0.475287745,,paw_flow_volume
19,1.476222309,0,Normal,,,5.531914894,,,paw_flow_volume
19,1.617851133,0,Normal,,,12.34042553,,,paw_flow_volume
19,1.642969984,0,Normal,,,,0.476524094,,paw_flow_volume
19,1.688440908,0,Normal,,,,,6.42791165,paw_flow_volume
19,1.735630135,0,Normal,,,,,16.73272942,paw_flow_volume
19,1.754202114,0,Normal,,,,0.477098113,,paw_flow_volume
19,1.754280612,0,Normal,,,,2.74774072,,paw_flow_volume
19,1.756321568,0,Normal,,,,3.2844485,,paw_flow_volume
19,1.766840344,0,Normal,,,,1.550557829,,paw_flow_volume
19,1.842281183,0,Normal,,,30.21276596,,,paw_flow_volume
19,1.901959196,0,Normal,,,,,25.52690855,paw_flow_volume
19,1.987499141,0,Normal,,,,3.326925907,,paw_flow_volume
19,2.012493949,0,Normal,,,42.9787234,,,paw_flow_volume
19,2.162018506,0,Normal,,,,,33.41554716,paw_flow_volume
19,2.209262119,0,Normal,,,57.0212766,,,paw_flow_volume
19,2.326921519,0,Normal,,,,,38.87633895,paw_flow_volume
19,2.333371753,0,Normal,,,63.40425532,,,paw_flow_volume
19,2.406758706,0,Normal,,,,3.329089518,,paw_flow_volume
19,2.422077817,0,Normal,,,,,41.30418578,paw_flow_volume
19,2.462136803,0,Normal,,,,,34.9420668,paw_flow_volume
19,2.49338022,0,Normal,,,,,27.97355329,paw_flow_volume
19,2.498974205,0,Normal,,,45.53191489,,,paw_flow_volume
19,2.531753877,0,Normal,,,,,17.67197654,paw_flow_volume
19,2.648041615,0,Normal,,,,,9.494563192,paw_flow_volume
19,2.705758834,0,Normal,,,,3.206779312,,paw_flow_volume
19,2.724326318,0,Normal,,,25.53191489,,,paw_flow_volume
19,2.742574549,0,Normal,,,,1.638161962,,paw_flow_volume
19,2.783905103,0,Normal,,,,,7.075467112,paw_flow_volume
19,2.785277639,0,Normal,,,,-0.632259869,,paw_flow_volume
19,2.820366391,0,Normal,,,,-2.655014571,,paw_flow_volume
19,2.884970514,0,Normal,,,,-1.416149068,,paw_flow_volume
19,3.00610932,0,Normal,,,,,6.477823332,paw_flow_volume
19,3.020861668,0,Normal,,,9.787234043,,,paw_flow_volume
19,3.052093452,0,Normal,,,,-0.218038916,,paw_flow_volume
19,3.209700099,0,Normal,,,5.531914894,,,paw_flow_volume
19,3.233974076,0,Normal,,,,0.36088134,,paw_flow_volume
19,3.755930015,0,Normal,,,5.957446809,,,paw_flow_volume
19,3.850185943,0,Normal,,,,0.405345736,,paw_flow_volume
19,3.887407023,0,Normal,,,,,6.511205821,paw_flow_volume
19,4.289682218,0,Normal,,,,,6.829473821,paw_flow_volume
19,4.40634659,0,Normal,,,,0.408215831,,paw_flow_volume
19,4.492658076,0,Normal,,,5.957446809,,,paw_flow_volume
19,5.073896363,0,Normal,,,,0.452945159,,paw_flow_volume
19,5.11671008,0,Normal,,,5.957446809,,,paw_flow_volume
19,5.12819848,0,Normal,,,,,6.8612358,paw_flow_volume
19,5.54417984,0,Normal,,,,0.372803273,,paw_flow_volume
19,5.573125476,0,Normal,,,,,6.878089096,paw_flow_volume
19,5.645789631,0,Normal,,,6.808510638,,,paw_flow_volume
19,5.81913741,0,Normal,,,6.808510638,,,paw_flow_volume
19,5.970171273,0,Normal,,,15.31914894,,,paw_flow_volume
19,6.081108396,0,Normal,,,,2.068234671,,paw_flow_volume
19,6.085661299,0,Normal,,,,3.265505873,,paw_flow_volume
19,6.100497483,0,Normal,,,,0.416958582,,paw_flow_volume
19,6.137840509,0,Normal,,,,,6.899479817,paw_flow_volume
19,6.149235841,0,Normal,,,28.5106383,,,paw_flow_volume
19,6.176343807,0,Normal,,,,,16.90093827,paw_flow_volume
19,6.334265501,0,Normal,,,,3.390642018,,paw_flow_volume
19,6.400036883,0,Normal,,,47.23404255,,,paw_flow_volume
19,6.429272878,0,Normal,,,,,28.12264013,paw_flow_volume
19,6.587584426,0,Normal,,,60.0,,,paw_flow_volume
19,6.659405571,0,Normal,,,,3.39231992,,paw_flow_volume
19,6.684954243,0,Normal,,,64.68085106,,,paw_flow_volume
19,6.68959147,0,Normal,,,,,36.61734917,paw_flow_volume
19,6.879904066,0,Normal,,,,,41.47304283,paw_flow_volume
19,6.883013301,0,Normal,,,41.70212766,,,paw_flow_volume
19,6.910239997,0,Normal,,,,,32.38328283,paw_flow_volume
19,6.990876533,0,Normal,,,,,20.87118573,paw_flow_volume
19,7.038195401,0,Normal,,,,,11.47903871,paw_flow_volume
19,7.050828704,0,Normal,,,28.93617021,,,paw_flow_volume
19,7.061552501,0,Normal,,,,3.394395219,,paw_flow_volume
19,7.087770942,0,Normal,,,,1.289025934,,paw_flow_volume
19,7.132357992,0,Normal,,,,-0.48597333,,paw_flow_volume
19,7.166975754,0,Normal,,,,-2.632583674,,paw_flow_volume
19,7.19894991,0,Normal,,,,,7.242703657,paw_flow_volume
19,7.23095189,0,Normal,,,,-1.558859027,,paw_flow_volume
19,7.278947004,0,Normal,,,15.31914894,,,paw_flow_volume
19,7.44258338,0,Normal,,,,0.093609255,,paw_flow_volume
19,7.543947811,0,Normal,,,6.808510638,,,paw_flow_volume
19,7.626505048,0,Normal,,,,,6.652838322,paw_flow_volume
19,7.683573244,0,Normal,,,,0.466412528,,paw_flow_volume
19,7.916829949,0,Normal,,,7.234042553,,,paw_flow_volume
