time,sample_id,window_id,wave_count,flow,mask_flow,volume,mask_volume,pressure,mask_pressure,anomaly_id
2.14,15,0,23,8.791724131,1,0,0,5,1,5
2.16,15,0,23,9.318620682,1,0,0,5,1,5
2.18,15,0,23,9.845517234,1,0,0,5,1,5
2.2,15,0,23,10.53793096,1,0,0,5,1,5
2.22,15,0,23,14.22620689,1,0,0,5,1,5
2.24,15,0,23,17.91448282,1,0,0,5,1,5
2.26,15,0,23,20.07632184,1,0,0,4.916999995,1,5
2.28,15,0,23,20.25195402,1,0,0,4.725999995,1,5
2.3,15,0,23,20.42758621,1,0,0,4.534999996,1,5
2.32,15,0,23,20.63908046,1,0,0,4.460999999,1,5
2.34,15,0,23,20.85862069,1,0,0,4.413249999,1,5
2.36,15,0,23,21.07816092,1,0,0,4.365499999,1,5
2.38,15,0,23,21.29770115,1,0,0,4.317749999,1,5
2.4,15,0,23,21.51724138,1,0,0,4.269999999,1,5
2.42,15,0,23,21.73678161,1,0,0,4.222249999,1,5
2.44,15,0,23,21.95632184,1,0,0,4.174499999,1,5
